1 0.8623085097507421
2 2.976218765822098
3 -8.402230115796038
4 0.1054136629203555
5 -0.8564583828174598
6 1.582759470107601
7 0.7639421948305453
8 1.753173414312048
9 2798.291772190376	
10 -0.048394220260857657
11 0.9963265197721935
12 -36.98000291272493
13 20.84012299434647
14 83.05402124717285
15 -957.4799715203068
16 -147.7746229234994
17 63.98607852471505
18 16.03993673294834
19 68.05916615864377
20 -2791.293578795945
21 -6.245128304568454
22 -8116.836104958410
23 14.88735559561229
24 -10593.46754655084
25 -113.1607632802822
26 -8867.771540418822
27 -39.86982844450543
28 -4689.270299917261
29 259.3535277438717
30 -2694.523589434903
31 -721.8487631550215
32 172.1802063863269
